"datetime_UTC","datetime_MST","value","RANGE","NEGATIVE","SPIKE","FLAT","REMOVAL","DO_SPIKE","BUBBLE","PAR_NIGHT","reason","ANY_FLAG","variable"
2025-08-24 03:30:00,2025-08-23 21:30:00,7.446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-24 03:40:00,2025-08-23 21:40:00,7.801,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-24 03:50:00,2025-08-23 21:50:00,7.972,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-25 11:00:00,2025-08-25 05:00:00,5.639,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Spike > threshold; DO sudden change; DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-25 11:10:00,2025-08-25 05:10:00,8.352,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Spike > threshold; DO sudden change; DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 02:20:00,2025-08-28 20:20:00,5.424,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,"Spike > threshold; DO sudden change; DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 02:30:00,2025-08-28 20:30:00,5.758,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 02:40:00,2025-08-28 20:40:00,6.159,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 02:50:00,2025-08-28 20:50:00,6.297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 03:00:00,2025-08-28 21:00:00,6.585,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 03:10:00,2025-08-28 21:10:00,6.349,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 03:20:00,2025-08-28 21:20:00,7.076,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 03:30:00,2025-08-28 21:30:00,6.872,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
2025-08-29 03:40:00,2025-08-28 21:40:00,7.705,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"DO bubble artifact",TRUE,"do_mgl_1m"
