"datetime","do_mgl_1m","do_sat_1m","do_mgl_14m","do_sat_14m","par_9m","temp_1m","temp_2m","temp_4m","temp_5m","temp_6m","temp_7m","temp_8m","temp_9m","temp_10m","temp_11m","temp_12m","temp_13m","temp_14m","atm_pressure_mbar","par_surface","temp_air","RH","wind_speed","gust_speed","wind_dir"
"2025-06-29 13:40:00",7.921,107.038070335254,0.054,0.586988632286396,163,13.603,14.0537962962963,13.4611111111111,12.1910185185185,10.0136111111111,8.71277777777778,6.89398148148148,5.835,5.87703703703704,5.24388888888889,4.93388888888889,4.83111111111111,4.647,725.723889147253,2043.7,64.107,28.048,3,7.47,325.7
"2025-06-29 13:50:00",7.927,106.784027665794,0.053,0.575980920743564,158.4,13.463,14.0377777777778,13.4611111111111,12.11,10.1608333333333,8.82888888888889,6.77555555555555,5.865,5.86,5.24388888888889,4.93388888888889,4.83111111111111,4.637,725.706957866155,2041.2,63.45,29,5.97,14.2,341.2
"2025-06-29 14:00:00",7.914,106.530386311972,0.053,0.576581130438854,159.6,13.419,14.0377777777778,13.4772222222222,11.980462962963,10.2099074074074,8.76277777777778,6.67388888888889,5.815,5.87703703703704,5.24388888888889,4.93388888888889,4.83111111111111,4.667,725.524459939652,2041.2,64.029,27.704,4.47,8.97,328.5
"2025-06-29 14:10:00",7.952,106.74889246351,0.053,0.576185609864354,157.4,13.305,14.0377777777778,13.5416666666667,11.8512037037037,10.0139814814815,8.29833333333333,6.67388888888889,5.755,5.94518518518519,5.24388888888889,4.93388888888889,4.83111111111111,4.647,725.640316797808,2036.2,64.762,32.891,3,7.47,331.3
"2025-06-29 14:20:00",7.954,106.709306450929,0.052,0.564964439595732,154.8,13.27,14.0377777777778,13.5577777777778,11.9644444444444,9.71861111111111,7.93222222222223,6.67388888888889,5.745,5.91111111111111,5.1925,4.93388888888889,4.83111111111111,4.617,725.519517841983,2011.2,63.837,30.553,5.23,12.71,308.9
"2025-06-29 14:30:00",7.97,106.8764101332,0.052,0.565341813429305,155.3,13.244,14.0537962962963,13.5256481481482,12.11,9.43935185185185,7.69888888888889,6.67388888888889,5.765,5.86,5.17546296296296,4.95111111111111,4.83111111111111,4.637,725.417125138797,2003.7,63.759,28.698,3.74,9.71,329.9
"2025-06-29 14:40:00",7.979,107.13249234526,0.053,0.576250457371967,156.2,13.297,14.1178703703704,13.3971296296296,12.11,9.30787037037037,7.76555555555556,6.67388888888889,5.795,5.86,5.31287037037037,5.02,4.83111111111111,4.637,725.371482885441,1986.2,65.766,29.407,3.74,10.47,297.6
"2025-06-29 14:50:00",7.963,107.086581880334,0.054,0.587168996501456,155,13.375,14.0858333333333,13.365,12.3036111111111,9.47194444444444,7.8825,6.72444444444444,5.805,5.96194444444444,5.39861111111111,5.03722222222222,4.8825,4.647,725.503572388574,1968.7,63.219,26.45,5.97,14.94,327.1
"2025-06-29 15:00:00",7.94,107.176160725546,0.053,0.576120331329405,148.3,13.542,14.0377777777778,13.3971296296296,12.5293518518518,9.71824074074074,8.01601851851852,6.79203703703704,5.855,6.02990740740741,5.43287037037037,5.03722222222222,4.93388888888889,4.637,725.533403246321,1948.7,64.377,28.817,5.97,11.21,334.1
"2025-06-29 15:10:00",7.955,107.143250318034,0.054,0.587603535235875,145.7,13.445,14.0377777777778,13.5256481481482,12.6578703703704,9.91564814814815,8.14898148148148,6.86018518518518,5.865,5.89398148148148,5.36435185185185,5.03722222222222,4.93388888888889,4.677,725.537355068119,1923.7,64.531,26.162,5.97,14.94,328.5
"2025-06-29 15:20:00",7.96,107.163391400233,0.061,0.663870966118892,139.9,13.419,14.0858333333333,13.5577777777778,12.7863888888889,9.71861111111111,8.0825,6.77555555555555,5.795,5.80861111111111,5.29555555555555,5.08916666666667,4.93388888888889,4.677,725.433017670474,1896.2,64.377,25.797,7.47,16.44,335.5
"2025-06-29 15:30:00",7.967,107.32289677385,0.058,0.631400241520275,139,13.445,14.1977777777778,13.5737962962963,12.7377777777778,9.43935185185185,7.98277777777778,6.67388888888889,5.765,5.75722222222222,5.24388888888889,5.12379629629629,4.93388888888889,4.687,725.418104021531,1858.7,63.797,29.554,6.73,12.71,332.7
"2025-06-29 15:40:00",7.979,107.722020440983,0.057,0.620487078650618,133.5,13.533,14.4533333333333,13.6378703703704,12.1577777777778,9.30787037037037,7.98277777777778,6.67388888888889,5.835,5.75722222222222,5.24388888888889,5.05453703703704,4.93388888888889,4.677,725.261281677061,1831.2,65.381,25.562,4.47,11.21,314.5
"2025-06-29 15:50:00",7.954,108.458707883226,0.059,0.642693941815158,126.6,13.969,14.5172222222222,13.75,11.9158333333333,9.275,7.9325,6.72444444444444,5.785,5.75722222222222,5.1925,5.03722222222222,4.93388888888889,4.697,725.151415041031,1796.2,64.879,28.217,5.97,17.18,342.6
