"","DATETIME_UTC","DATETIME_MST","WTempC","ConduS","SpConduS","CHLrfu","CHLugL","BGAPCrfu","BGAPCugL","odomgL","odosat","WTemp1m","WTemp4m","WTemp7m","WTemp9m","WTemp10m","WTemp13m","WTemp15m","odomgL_15m","odosat_15m","PAR9m"
"16532",2025-09-11 21:30:00,2025-09-11 14:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1000386740332,NA,NA,6.292,0.293,2.371344,0.1
"16533",2025-09-11 21:45:00,2025-09-11 14:45:00,13.39,55.38,71.16,0.41,1.24,1.23,1.05,12.78,122.4,13.42611,13.26495,12.5330670165746,10.1364171270718,7.03449459668508,6.39647717127072,6.287591,0.293,2.37601,0.4
"16534",2025-09-11 21:55:00,2025-09-11 14:55:00,13.42,55.66,71.47,0.95,3.09,5.77,5.4,12.93,123.9,13.45568,13.29553,12.5681354327808,NA,7.07546224677716,6.47036369429098,6.305871,NA,NA,NA
"16535",2025-09-11 22:00:00,2025-09-11 15:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4927955801105,NA,NA,6.487,0.293,2.383014,0.6
"16536",2025-09-11 22:05:00,2025-09-11 15:05:00,13.54,56.01,71.71,0.84,2.73,6.85,6.44,13.04,125.3,13.46267,13.3113,12.5112738489871,NA,7.04318689686925,6.60430921731123,6.409173,NA,NA,NA
"16537",2025-09-11 22:15:00,2025-09-11 15:15:00,13.68,56.29,71.82,1.22,3.98,11.31,10.72,13.07,126,13.48101,13.30651,10.1930722651934,7.65317403314917,7.15565754696133,6.88254274033149,6.487482,0.294,2.390005,0.1
"16538",2025-09-11 22:25:00,2025-09-11 15:25:00,13.84,56.43,71.72,0.78,2.51,3.63,3.36,12.93,125,13.59222,13.3323,9.80055068139963,NA,7.21618619705341,6.73023326335175,6.512262,NA,NA,NA
"16539",2025-09-11 22:30:00,2025-09-11 15:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.62655248618784,NA,NA,6.565,0.292,2.379537,-0.6
"16540",2025-09-11 22:35:00,2025-09-11 15:35:00,13.93,56.53,71.68,0.37,1.12,0.73,0.57,12.89,124.9,13.70919,13.34356,9.86744909760589,NA,6.70356484714549,6.76517978637201,6.490686,NA,NA,NA
"16541",2025-09-11 22:45:00,2025-09-11 15:45:00,13.83,56.63,72,0.67,2.13,3.28,3.01,13.08,126.4,13.73913,13.33532,9.96635751381215,7.71893093922652,7.17403649723757,7.32402230939226,6.686059,0.293,2.381876,0.4
"16542",2025-09-11 22:55:00,2025-09-11 15:55:00,13.75,56.49,71.95,0.86,2.77,5.65,5.29,13,125.5,13.79,13.34789,10.0011159300184,NA,7.70041614732965,7.06587783241252,6.551477,NA,NA,NA
"16543",2025-09-11 23:00:00,2025-09-11 16:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19230939226519,NA,NA,6.536,0.293,2.385949,-0.3
"16544",2025-09-11 23:05:00,2025-09-11 16:05:00,13.63,56.06,71.62,2.77,9.24,18.94,18.04,12.91,124.3,13.71203,13.35879,10.1365143462247,NA,7.73955279742173,6.83785435543278,6.564935,NA,NA,NA
"16545",2025-09-11 23:15:00,2025-09-11 16:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.13568784530387,NA,NA,6.623,0.292,2.383001,0.1
"16546",2025-09-11 23:30:00,2025-09-11 16:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.26206629834254,NA,NA,6.39,0.293,2.377207,0
"16547",2025-09-11 23:35:00,2025-09-11 16:35:00,13.53,55.62,71.22,0.81,2.61,7.07,6.66,12.74,122.4,13.6141,13.42816,11.6887295948435,NA,8.44558874769798,7.02719792449355,6.632043,NA,NA,NA
"16548",2025-09-11 23:45:00,2025-09-11 16:45:00,13.51,55.61,71.24,1.19,3.88,5.25,4.9,12.72,122.1,13.60839,13.58129,11.9678780110497,9.10244475138122,8.65839839779006,6.93012544751381,6.469049,0.294,2.382979,-0.2
"16549",2025-09-11 23:55:00,2025-09-11 16:55:00,13.54,55.68,71.28,0.59,1.86,1.87,1.66,12.77,122.6,13.63064,13.59445,11.230666427256,NA,8.77830804788214,6.94032197053407,6.413568,NA,NA,NA
"16550",2025-09-12,2025-09-11 17:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.14882320441989,NA,NA,6.39,0.294,2.38532,0.1
"16551",2025-09-12 00:05:00,2025-09-11 17:05:00,13.59,55.83,71.39,0.64,2.04,3.35,3.08,12.76,122.7,13.66949,13.39257,11.5302548434622,NA,9.15646769797422,6.72017249355433,6.384851,NA,NA,NA
"16552",2025-09-12 00:15:00,2025-09-11 17:15:00,13.61,55.96,71.53,0.81,2.6,7.83,7.38,12.81,123.3,13.67477,13.57559,11.4697632596685,9.31020165745856,9.1175373480663,6.72005501657459,6.415521,0.294,2.384119,-0.1
"16553",2025-09-12 00:25:00,2025-09-11 17:25:00,13.7,56.55,72.12,0.9,2.9,13.88,13.19,13.02,125.5,13.72634,13.32043,11.6412416758748,NA,8.73498699815838,6.72033353959484,6.422235,NA,NA,NA
"16554",2025-09-12 00:30:00,2025-09-11 17:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.21358011049724,NA,NA,6.312,0.295,2.388735,0.2
"16555",2025-09-12 00:35:00,2025-09-11 17:35:00,13.75,56.86,72.43,0.35,1.05,0.54,0.39,13.17,127.1,13.80599,13.31454,11.793280092081,NA,8.70121664825046,6.7853700626151,6.413171,NA,NA,NA
"16556",2025-09-12 00:45:00,2025-09-11 17:45:00,13.77,56.73,72.23,0.68,2.15,6.15,5.77,13.22,127.7,13.76275,13.28835,11.5960785082873,9.41995856353591,9.12740629834254,6.73718758563536,6.371637,0.294,2.379438,-0.3
"16557",2025-09-12 00:55:00,2025-09-11 17:55:00,13.78,57.08,72.64,0.36,1.09,0.94,0.77,13.22,127.6,13.78481,13.1881,11.8101569244936,NA,9.15784594843462,6.68247310865562,6.356256,NA,NA,NA
"16558",2025-09-12 01:00:00,2025-09-11 18:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19833701657458,NA,NA,6.302,0.293,2.371942,0.2
"16559",2025-09-12 01:15:00,2025-09-11 18:15:00,13.81,57.22,72.78,0.48,1.48,2.39,2.17,13.2,127.6,13.84152,13.16973,11.6176537569061,9.04871546961326,8.82507524861879,6.53145015469613,6.320093,0.294,2.384119,0.1
"16560",2025-09-12 01:25:00,2025-09-11 18:25:00,13.8,57.2,72.76,0.9,2.9,6.79,6.38,13.22,127.8,13.84036,13.24188,11.3581621731123,NA,8.77116489871086,6.46169067771639,6.340051,NA,NA,NA
"16561",2025-09-12 01:30:00,2025-09-11 18:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.83509392265193,NA,NA,6.429,0.293,2.379541,0.5
"16562",2025-09-12 01:35:00,2025-09-11 18:35:00,13.78,57.14,72.72,0.36,1.08,0.88,0.72,13.24,127.9,13.8525,13.28134,11.3781505893186,NA,8.63802454880295,6.46895820073665,6.375024,NA,NA,NA
"16563",2025-09-12 01:45:00,2025-09-11 18:45:00,13.8,56.93,72.43,0.3,0.9,0.57,0.41,13.13,126.9,13.77456,13.18722,11.1937590055249,8.72047237569061,8.61448419889503,6.50765872375691,6.43667,0.294,2.386461,-0.1
"16564",2025-09-12 01:55:00,2025-09-11 18:55:00,13.76,56.64,72.12,0.39,1.17,3.13,2.87,13,125.5,13.78924,13.05783,11.0837774217311,NA,7.58089484898711,6.54724424677716,6.48797,NA,NA,NA
"16565",2025-09-12 02:00:00,2025-09-11 19:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.74885082872928,NA,NA,6.438,0.293,2.38008,-0.2
"16566",2025-09-12 02:05:00,2025-09-11 19:05:00,13.73,56.2,71.61,0.47,1.45,2.78,2.53,12.83,123.8,13.79833,13.03491,11.1566258379374,NA,7.48996549907919,6.52832676979742,6.457208,NA,NA,NA
"16567",2025-09-12 02:15:00,2025-09-11 19:15:00,13.66,55.82,71.26,1.28,4.21,6.16,5.78,12.69,122.2,13.72836,13.02444,11.1785942541436,8.67822928176795,7.17000114917127,6.64606829281768,6.463647,0.293,2.389963,0.2
"16568",2025-09-12 02:25:00,2025-09-11 19:25:00,13.65,55.78,71.22,0.63,2,1.33,1.14,12.65,121.9,13.72933,13.02423,11.0702226703499,NA,6.92004479926335,6.66572581583794,6.473199,NA,NA,NA
"16569",2025-09-12 02:30:00,2025-09-11 19:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02860773480663,NA,NA,6.565,0.291,2.371388,0.3
"16570",2025-09-12 02:35:00,2025-09-11 19:35:00,13.61,55.66,71.13,0.41,1.24,0.77,0.6,12.61,121.3,13.69738,13.29055,11.1108110865562,NA,6.98594544935543,6.8475533388582,6.594263,NA,NA,NA
"16571",2025-09-12 02:45:00,2025-09-11 19:45:00,13.63,55.81,71.29,0.41,1.24,2.04,1.82,12.64,121.7,13.72088,13.32849,11.2814695027624,9.3679861878453,7.15240109944751,6.77886186187845,6.602106,0.292,2.381269,-0.1
"16572",2025-09-12 03:00:00,2025-09-11 20:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.44936464088398,NA,NA,6.565,0.292,2.379537,-0.6
"16573",2025-09-12 03:05:00,2025-09-11 20:05:00,13.58,55.55,71.05,1.56,5.16,10.5,9.95,12.56,120.8,13.66052,13.07916,11.876626335175,NA,7.92107239963168,6.62063690791897,6.615686,NA,NA,NA
"16574",2025-09-12 03:15:00,2025-09-11 20:15:00,13.58,55.54,71.04,1.24,4.06,6.98,6.57,12.56,120.7,13.66104,13.14608,11.8840347513812,9.51374309392265,7.96078804972376,6.67126943093923,6.58706,0.292,2.381806,0.2
"16575",2025-09-12 03:25:00,2025-09-11 20:25:00,13.57,55.53,71.04,0.75,2.4,2.1,1.88,12.57,120.8,13.65673,13.31964,11.8884331675875,NA,8.44969069981584,6.68344995395948,6.586755,NA,NA,NA
"16576",2025-09-12 03:30:00,2025-09-11 20:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56812154696133,NA,NA,6.565,0.293,2.387686,0
"16577",2025-09-12 03:35:00,2025-09-11 20:35:00,13.55,55.53,71.06,1.03,3.36,7.32,6.89,12.57,120.8,13.63503,13.35079,11.9202015837937,NA,8.98437034990792,6.62385347697974,6.609277,NA,NA,NA
"16578",2025-09-12 03:45:00,2025-09-11 20:45:00,13.53,55.46,71.01,0.82,2.64,4,3.71,12.58,120.8,13.61419,13.18179,11.93061,9.6665,8.94593,6.733476,6.600915,0.292,2.369094,0.1
"16579",2025-09-12 03:55:00,2025-09-11 20:55:00,13.5,55.33,70.91,2.05,6.81,30.46,29.1,12.52,120.2,13.57867,13.16931,12.0185584162063,NA,9.45222965009208,6.72426452302026,6.600061,NA,NA,NA
"16580",2025-09-12 04:00:00,2025-09-11 21:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.81887845303867,NA,NA,6.224,0.293,2.367278,-0.5
"16581",2025-09-12 04:05:00,2025-09-11 21:05:00,13.47,55.19,70.78,0.95,3.1,5.3,4.96,12.45,119.4,13.55075,13.23245,12.1097768324125,NA,9.10278930018416,6.73241604604052,6.477685,NA,NA,NA
"16582",2025-09-12 04:15:00,2025-09-11 21:15:00,13.43,55.04,70.66,0.47,1.44,0.89,0.72,12.38,118.6,13.51312,13.2069,12.2097752486188,9.82025690607735,8.17359895027624,6.69512856906077,6.282861,0.293,2.371344,0.1
"16583",2025-09-12 04:25:00,2025-09-11 21:25:00,13.41,55.01,70.65,1.88,6.23,8.83,8.34,12.4,118.7,13.48818,13.32366,12.351193664825,NA,8.08224660036833,6.59497309208103,6.242486,NA,NA,NA
"16584",2025-09-12 04:30:00,2025-09-11 21:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.82963535911602,NA,NA,6.292,0.294,2.379438,0.1
"16585",2025-09-12 04:45:00,2025-09-11 21:45:00,13.37,54.62,70.22,0.79,2.56,8.18,7.72,12.22,117,13.45471,13.40075,12.1895704972376,9.8670138121547,7.43774090055249,6.96070413812155,6.328912,0.294,2.380038,-0.6
"16586",2025-09-12 04:55:00,2025-09-11 21:55:00,13.37,54.53,70.1,0.3,0.9,0.96,0.79,12.15,116.3,13.45278,13.40603,12.2460889134438,NA,7.22553355064457,7.02528366114181,6.333185,NA,NA,NA
"16587",2025-09-12 05:00:00,2025-09-11 22:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.93839226519337,NA,NA,6.302,0.293,2.371942,-0.4
"16588",2025-09-12 05:05:00,2025-09-11 22:05:00,13.36,54.43,70,1.74,5.77,20.48,19.53,12.12,116,13.43902,13.41653,12.2668173296501,NA,7.18028920073665,6.84312818416206,6.34176,NA,NA,NA
"16589",2025-09-12 05:15:00,2025-09-11 22:15:00,13.36,54.61,70.22,1.28,4.21,4.14,3.84,12.19,116.7,13.44348,13.4248,12.3145457458564,9.86977071823205,7.00030885082873,6.76552570718232,6.327051,0.293,2.369012,0.5
"16590",2025-09-12 05:25:00,2025-09-11 22:25:00,13.36,54.55,70.15,0.7,2.23,1.09,0.91,12.16,116.3,13.44338,13.42385,12.3197041620626,NA,6.88298150092081,6.69466823020258,6.322931,NA,NA,NA
"16591",2025-09-12 05:30:00,2025-09-11 22:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83514917127072,NA,NA,6.224,0.294,2.375358,0.6
"16592",2025-09-12 05:35:00,2025-09-11 22:35:00,13.35,54.49,70.09,0.38,1.16,0.48,0.33,12.12,116,13.43963,13.37646,12.3118225782689,NA,6.67974715101289,6.54324375322284,6.299341,NA,NA,NA
"16593",2025-09-12 05:45:00,2025-09-11 22:45:00,13.35,54.44,70.03,0.34,1.02,4.6,4.28,12.11,115.8,13.43185,13.36291,12.1646409944751,9.71352762430939,6.54258380110497,6.42929527624309,6.260889,0.292,2.362715,0.4
"16594",2025-09-12 05:55:00,2025-09-11 22:55:00,13.34,54.42,70.02,0.34,1.01,0.99,0.82,12.04,115.2,13.42678,13.31915,12.0226394106814,NA,6.41008945119705,6.46039679926335,6.274591,NA,NA,NA
"16595",2025-09-12 06:00:00,2025-09-11 23:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.76790607734807,NA,NA,6.253,0.294,2.377098,0.4
"16596",2025-09-12 06:05:00,2025-09-11 23:05:00,13.33,54.38,69.99,0.58,1.83,2.59,2.35,12.11,115.8,13.4248,13.28131,12.0500178268877,NA,6.42728310128913,6.53687832228361,6.298334,NA,NA,NA
"16597",2025-09-12 06:15:00,2025-09-11 23:15:00,13.32,54.32,69.92,1.7,5.63,5.98,5.61,12.06,115.3,13.40627,13.31808,12.0997862430939,9.76028453038674,6.46196375138121,6.46003884530387,6.291498,0.294,2.377697,-0.1
"16598",2025-09-12 06:25:00,2025-09-11 23:25:00,13.32,54.27,69.85,1.03,3.35,6.44,6.05,12.03,115,13.40066,13.36202,12.1886246593002,NA,6.4248374014733,6.49416136832413,6.285394,NA,NA,NA
"16599",2025-09-12 06:30:00,2025-09-11 23:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.85866298342541,NA,NA,6.263,0.293,2.36961,-0.4
"16600",2025-09-12 06:35:00,2025-09-11 23:35:00,13.32,54.26,69.84,0.73,2.34,2.51,2.27,12.02,114.9,13.40133,13.37585,12.2438930755064,NA,6.37892105156538,6.44668089134438,6.292108,NA,NA,NA
"16601",2025-09-12 06:45:00,2025-09-11 23:45:00,13.31,54.21,69.79,0.57,1.8,2.12,1.91,11.98,114.5,13.39379,13.37457,12.2527114917127,9.93104143646409,6.29269070165746,6.49267441436464,6.294092,0.294,2.376558,0.1
"16602",2025-09-12 06:55:00,2025-09-11 23:55:00,13.3,54.2,69.8,0.41,1.26,4.76,4.44,11.99,114.5,13.38571,13.34173,12.286619907919,NA,6.26252135174954,6.5820649373849,6.27984,NA,NA,NA
"16603",2025-09-12 07:00:00,2025-09-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.92341988950276,NA,NA,6.253,0.294,2.377098,0
"16604",2025-09-12 07:15:00,2025-09-12 00:15:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0387983425414,NA,NA,6.273,0.294,2.378297,0.3
"16605",2025-09-12 07:25:00,2025-09-12 00:25:00,13.26,54.03,69.64,0.45,1.39,2.16,1.94,11.94,114,13.36798,13.36846,12.3395051565378,NA,6.38038830202578,6.60954250644567,6.297601,NA,NA,NA
"16606",2025-09-12 07:30:00,2025-09-12 00:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0491767955801,NA,NA,6.244,0.294,2.376558,-0.4
"16607",2025-09-12 07:35:00,2025-09-12 00:35:00,13.26,53.97,69.56,0.47,1.46,4.4,4.09,11.88,113.5,13.35696,13.34945,12.434653572744,NA,6.52084295211786,6.52666102946593,6.304742,NA,NA,NA
"16608",2025-09-12 07:45:00,2025-09-12 00:45:00,13.28,53.94,69.5,1.93,6.39,5.39,5.04,11.86,113.2,13.37081,13.36868,12.4660919889503,10.0945552486188,6.84626460220994,6.51885255248619,6.293512,0.293,2.371344,-0.2
"16609",2025-09-12 07:55:00,2025-09-12 00:55:00,13.27,53.86,69.41,0.58,1.82,2.1,1.89,11.83,112.9,13.36389,13.36257,12.3760304051565,NA,6.78167225230203,6.49316107550645,6.27749,NA,NA,NA
"16610",2025-09-12 08:00:00,2025-09-12 01:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0959337016575,NA,NA,6.253,0.293,2.369012,0
"16611",2025-09-12 08:05:00,2025-09-12 01:05:00,13.27,53.87,69.43,3.1,10.37,35.59,34.02,11.8,112.7,13.36056,13.34347,12.4948088213628,NA,6.65769190239411,6.5433665985267,6.293939,NA,NA,NA
"16612",2025-09-12 08:15:00,2025-09-12 01:15:00,13.27,53.79,69.32,0.36,1.09,0.66,0.5,11.76,112.3,13.35269,13.34741,12.5019472375691,10.0183121546961,6.88582355248619,6.55777512154696,6.301294,0.294,2.381238,0
"16613",2025-09-12 08:25:00,2025-09-12 01:25:00,13.24,53.73,69.29,3.01,10.04,24.01,22.91,11.72,111.9,13.32635,13.33837,12.5394556537753,NA,7.22903720257827,6.68515964456722,6.309564,NA,NA,NA
"16614",2025-09-12 08:30:00,2025-09-12 01:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91369060773481,NA,NA,6.37,0.293,2.37601,-0.6
"16615",2025-09-12 08:35:00,2025-09-12 01:35:00,13.21,53.7,69.3,0.97,3.16,4.88,4.55,11.75,112.1,13.30606,13.33142,12.4029440699816,NA,7.48991385267035,6.77564816758748,6.363763,NA,NA,NA
"16616",2025-09-12 08:45:00,2025-09-12 01:45:00,13.24,53.76,69.34,0.71,2.26,5.32,4.98,11.77,112.3,13.32199,13.32159,12.3174924861878,9.85306906077348,7.45074150276243,6.80900769060773,6.37066,0.294,2.382979,-0.1
"16617",2025-09-12 09:00:00,2025-09-12 02:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.77544751381216,NA,NA,6.409,0.293,2.378344,0.6
"16618",2025-09-12 09:15:00,2025-09-12 02:15:00,13.21,53.64,69.22,2.26,7.5,8.88,8.39,11.7,111.5,13.30151,13.29818,12.2002177348066,9.49282596685083,7.58786545303867,6.67449825966851,6.398096,0.294,2.38532,-0.1
"16619",2025-09-12 09:25:00,2025-09-12 02:25:00,13.21,53.64,69.22,2.48,8.27,19.42,18.51,11.7,111.6,13.31118,13.26583,12.0681661510129,NA,7.66643010313075,6.94983178268877,6.467035,NA,NA,NA
"16620",2025-09-12 09:30:00,2025-09-12 02:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3972044198895,NA,NA,6.312,0.294,2.380638,0.5
"16621",2025-09-12 09:35:00,2025-09-12 02:35:00,13.23,53.67,69.23,2.55,8.5,24.52,23.4,11.71,111.7,13.31527,13.26995,11.8141345672192,NA,7.63919075322284,7.13965530570902,6.4461,NA,NA,NA
"16622",2025-09-12 09:45:00,2025-09-12 02:45:00,13.21,53.61,69.19,0.6,1.91,2.81,2.57,11.7,111.6,13.28472,13.25903,11.7947929834254,9.07758287292818,7.48982040331492,6.89948582872928,6.400781,0.293,2.371344,0.8
"16623",2025-09-12 09:55:00,2025-09-12 02:55:00,13.2,53.63,69.24,1.18,3.85,5.58,5.22,11.68,111.3,13.28384,13.28588,11.6230613996317,NA,7.669551053407,6.52961735174954,6.334436,NA,NA,NA
"16624",2025-09-12 10:00:00,2025-09-12 03:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.97196132596685,NA,NA,6.302,0.293,2.371942,-0.2
"16625",2025-09-12 10:05:00,2025-09-12 03:05:00,13.21,53.62,69.21,0.49,1.51,0.46,0.31,11.71,111.6,13.29855,13.28051,11.3704398158379,NA,7.80731970349908,6.4666028747698,6.310174,NA,NA,NA
"16626",2025-09-12 10:15:00,2025-09-12 03:15:00,13.19,53.54,69.14,1.96,6.48,35.97,34.39,11.69,111.4,13.28292,13.26937,11.3283282320442,8.86533977900553,7.48055035359116,6.53560639779006,6.326868,0.294,2.381238,0.5
"16627",2025-09-12 10:25:00,2025-09-12 03:25:00,13.2,53.51,69.09,0.54,1.69,4.38,4.07,11.65,111.1,13.28747,13.2666,11.1961866482505,NA,7.56232000368324,6.64022492081031,6.325372,NA,NA,NA
"16628",2025-09-12 10:30:00,2025-09-12 03:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8577182320442,NA,NA,6.283,0.293,2.370806,0.2
"16629",2025-09-12 10:35:00,2025-09-12 03:35:00,13.19,53.44,69.01,0.65,2.08,0.99,0.81,11.63,110.9,13.27767,13.26809,11.1838250644567,NA,7.59346065377532,6.64206044383057,6.330621,NA,NA,NA
"16630",2025-09-12 10:45:00,2025-09-12 03:45:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.01109668508287,NA,NA,6.322,0.293,2.373139,-0.3
"16631",2025-09-12 10:55:00,2025-09-12 03:55:00,13.18,53.48,69.07,0.84,2.7,0.51,0.36,11.65,111,13.27365,13.25552,11.2779118968692,NA,7.52396695395949,6.65137648987109,6.329736,NA,NA,NA
"16632",2025-09-12 11:00:00,2025-09-12 04:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.06647513812155,NA,NA,6.361,0.293,2.375472,0.3
"16633",2025-09-12 11:05:00,2025-09-12 04:05:00,13.15,53.41,69.03,0.76,2.43,4.98,4.65,11.62,110.7,13.25024,13.25149,11.3696803130755,NA,7.44670860405157,6.61887901289134,6.353693,NA,NA,NA
"16634",2025-09-12 11:15:00,2025-09-12 04:15:00,13.16,53.36,68.96,2.72,9.06,13.01,12.35,11.59,110.4,13.24667,13.25418,11.4243887292818,9.27285359116022,7.34152725414365,6.6828175359116,6.378351,0.293,2.376609,0.2
"16635",2025-09-12 11:25:00,2025-09-12 04:25:00,13.17,53.37,68.95,1.11,3.63,1.03,0.86,11.54,109.9,13.24938,13.24719,11.505967145488,NA,7.30671990423573,6.69420505893186,6.382196,NA,NA,NA
"16636",2025-09-12 11:30:00,2025-09-12 04:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.33623204419889,NA,NA,6.341,0.293,2.374275,0
"16637",2025-09-12 11:35:00,2025-09-12 04:35:00,13.16,53.36,68.96,0.67,2.14,23.18,22.11,11.52,109.8,13.24697,13.24157,11.7216655616943,NA,7.34628355432781,6.61593158195212,6.402704,NA,NA,NA
"16638",2025-09-12 11:45:00,2025-09-12 04:45:00,13.14,53.31,68.92,0.49,1.53,0.54,0.39,11.53,109.7,13.23226,13.24221,11.7495239779006,9.44461049723757,7.29893320441989,6.69546410497238,6.388116,0.293,2.37601,0.1
"16639",2025-09-12 11:55:00,2025-09-12 04:55:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.23486,13.23763,11.6175023941068,NA,7.74465485451197,6.68823562799263,6.378259,NA,NA,NA
"16640",2025-09-12 12:00:00,2025-09-12 05:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.45498895027624,NA,NA,6.38,0.293,2.376609,0.3
"16641",2025-09-12 12:15:00,2025-09-12 05:15:00,13.12,53.25,68.88,0.61,1.95,2.93,2.68,11.54,109.8,13.20776,13.21456,11.8095792265193,9.35836740331492,7.52187115469613,6.83732167403315,6.403223,0.292,2.370227,0.3
"16642",2025-09-12 12:25:00,2025-09-12 05:25:00,13.13,53.26,68.88,0.51,1.58,0.42,0.27,11.52,109.7,13.20565,13.19308,11.7612476427256,NA,8.16815180478821,6.81532319705341,6.415796,NA,NA,NA
"16643",2025-09-12 12:30:00,2025-09-12 05:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.11074585635359,NA,NA,6.312,0.293,2.37254,-0.1
"16644",2025-09-12 12:35:00,2025-09-12 05:35:00,13.13,53.26,68.87,1.26,4.13,8.85,8.36,11.51,109.6,13.20812,13.18716,11.7226360589319,NA,8.22551145488029,6.95814972007367,6.437097,NA,NA,NA
"16645",2025-09-12 12:45:00,2025-09-12 05:45:00,13.12,53.22,68.85,1.2,3.92,4.82,4.5,11.52,109.6,13.20748,13.17568,11.5043744751381,9.21912430939227,8.49344110497237,7.02089724309392,6.422266,0.293,2.373677,0
"16646",2025-09-12 12:55:00,2025-09-12 05:55:00,13.11,53.17,68.79,0.41,1.26,1.11,0.93,11.49,109.3,13.19863,13.19164,11.4400728913444,NA,8.51762075506446,6.99248976611418,6.35766,NA,NA,NA
"16647",2025-09-12 13:00:00,2025-09-12 06:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.31850276243094,NA,NA,6.331,0.293,2.373677,-0.1
"16648",2025-09-12 13:15:00,2025-09-12 06:15:00,13.1,53.17,68.81,0.44,1.37,0.97,0.8,11.47,109.1,13.19067,13.17385,11.6727697237569,9.33788121546961,8.72211005524862,6.9631398121547,6.36654,0.294,2.380038,-0.3
"16649",2025-09-12 13:25:00,2025-09-12 06:25:00,13.07,53.11,68.79,0.41,1.26,1.33,1.15,11.49,109.3,13.16165,13.18292,11.6560181399632,NA,8.6853797053407,6.97742633517495,6.37774,NA,NA,NA
"16650",2025-09-12 13:30:00,2025-09-12 06:30:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.36525966850829,NA,NA,6.253,0.293,2.369012,0.7
"16651",2025-09-12 13:35:00,2025-09-12 06:35:00,13.07,53.06,68.72,0.7,2.25,9.94,9.41,11.47,109.1,13.1618,13.12963,11.6924865561694,NA,8.71209935543278,7.02552585819521,6.353143,NA,NA,NA
"16652",2025-09-12 13:45:00,2025-09-12 06:45:00,13.09,53.05,68.68,2.21,7.34,18.58,17.69,11.44,108.8,13.16818,13.1477,11.6976149723757,9.46463812154696,8.61536900552486,7.05861138121547,6.332727,0.294,2.377098,0.1
"16653",2025-09-12 13:55:00,2025-09-12 06:55:00,13.08,53.06,68.7,0.31,0.92,0.38,0.23,11.44,108.8,13.16467,13.14898,11.789713388582,NA,8.45381865561694,6.96141690423573,6.281671,NA,NA,NA
