"sample_number","site_id","lake","site_type","sample_date","sample_type","method","result","sample_status","status","total_mc","toxin_richness","rr","yr","lr","la","dm_lr","ly","nod","lf","wr","atx","hatx","cyl","notes"
189,"BYS_BY_BU_SS","boysen","buoy_surface",2025-07-30,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"BYS_BY_BU_DD","boysen","buoy_depth",2025-07-30,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"BYS_CR_SH_04","boysen","shore",2025-07-21,"duplicate","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
192,"GRAB_BLANK","blank","blank",2025-07-22,"blank","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
193,"BKS_UB_NCOVE","upper brooks","shore",2025-07-22,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"BKS_BL_SH_01","brooks","shore",2025-08-04,"regular","SPATT",TRUE,"detected","Shipped",13.09198453,1,0,0,13.09198453,0,0,0,0,0,0,0,0,0,NA
195,"BKS_BL_SH_02","brooks","shore",2025-08-04,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
196,"BKS_BL_SH_03","brooks","shore",2025-08-04,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
197,"BKS_BL_SH_04","brooks","shore",2025-08-04,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
198,"BKS_BL_SH_05","brooks","shore",2025-08-06,"regular","SPATT",TRUE,"detected","Shipped",3.321634778,1,0,0,3.321634778,0,0,0,0,0,0,0,0,0,NA
199,"BKS_BL_SH_06","brooks","shore",2025-08-06,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
200,"BKS_BL_SH_07","brooks","shore",2025-08-06,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
201,"BKS_BL_BON","tributary","tributary",2025-08-06,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,"BKS_BL_CREEK","tributary","tributary",2025-08-06,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
203,"BKS_BL_BU_SS","brooks","buoy_surface",2025-08-06,"regular","SPATT",TRUE,"detected","Shipped",6.452574056,2,0,0,5.353605489,0,0,0,0,1.098968567,0,0,0,0,NA
204,"BKS_BL_BU_DD","brooks","buoy_depth",2025-08-06,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
205,"BKS_UB_SH_08","upper brooks","shore",2025-08-05,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
206,"BKS_UB_SH_09","upper brooks","shore",2025-08-05,"regular","SPATT",TRUE,"detected","Shipped",2.164173117,1,0,0,2.164173117,0,0,0,0,0,0,0,0,0,NA
207,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-08-05,"regular","SPATT",TRUE,"detected","Shipped",15.59554292,1,0,0,15.59554292,0,0,0,0,0,0,0,0,0,NA
208,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-08-05,"regular","SPATT",TRUE,"detected","Shipped",16.90099235,1,0,0,16.90099235,0,0,0,0,0,0,0,0,0,NA
209,"BKS_RN_SH_10","rainbow","shore",2025-08-05,"regular","SPATT",TRUE,"detected","Shipped",64.58659749,1,0,0,64.58659749,0,0,0,0,0,0,0,0,0,NA
210,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-08-05,"regular","SPATT",TRUE,"detected","Shipped",150.80174766,2,0,0,139.0548315,0,11.74691616,0,0,0,0,0,0,0,NA
211,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-08-05,"regular","SPATT",TRUE,"detected","Shipped",71.048717752,3,0,0,63.80285427,0,6.11486511,0,0,1.130998372,0,0,0,0,NA
212,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-08-05,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
213,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-08-05,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
214,"BKS_RN_SH_10","rainbow","shore",2025-08-05,"duplicate","SPATT",TRUE,"detected","Shipped",166.02750161,2,0,0,153.4719972,0,12.55550441,0,0,0,0,0,0,0,NA
215,"BYS_BR_SH_01","boysen","shore",2025-08-04,"regular","SPATT",TRUE,"detected","Shipped",80.25669364,4,0,0,39.68203202,40.57466162,0,0,5.903717328,0,0,4.438027763,0,0,NA
216,"BYS_PC_SH_02","boysen","shore",2025-08-04,"regular","SPATT",TRUE,"detected","Shipped",10.842719444,4,0,0,5.363865974,5.47885347,0,0,9.226887758,0,0,9.423189383,0,0,NA
217,"BYS_FR_SH_03","boysen","shore",2025-08-04,"Regular","SPATT",FALSE,"not_analyzed","Lost",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,"BYS_CR_SH_04","boysen","shore",2025-08-04,"regular","SPATT",TRUE,"detected","Shipped",67.231070333,4,2.954285783,0,43.8742295,20.40255505,0,0,7.423440016,0,0,0,0,0,NA
219,"BYS_BY_BU_SS","boysen","buoy_surface",2025-08-04,"Regular","SPATT",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"BYS_BY_BU_DD","boysen","buoy_depth",2025-08-04,"Regular","SPATT",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,"BYS_CR_SH_04","boysen","shore",2025-08-04,"duplicate","SPATT",TRUE,"detected","Shipped",78.678378452,4,3.117024712,0,49.4144969,26.14685684,0,0,9.449348696,0,0,0,0,0,NA
222,"SPATT_BLANK","blank","blank",2025-08-07,"blank","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
223,"BKS_BL_SH_01","brooks","shore",2025-08-04,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
224,"BKS_BL_SH_02","brooks","shore",2025-08-04,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
225,"BKS_BL_SH_03","brooks","shore",2025-08-04,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
226,"BKS_BL_SH_04","brooks","shore",2025-08-04,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
227,"BKS_BL_SH_05","brooks","shore",2025-08-06,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
228,"BKS_BL_SH_06","brooks","shore",2025-08-06,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
229,"BKS_BL_SH_07","brooks","shore",2025-08-06,"regular","GRAB",TRUE,"detected","Shipped",0.380646375,1,0,0,0.380646375,0,0,0,0,0,0,0,0,0,NA
230,"BKS_BL_BON","tributary","tributary",2025-08-06,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,"BKS_BL_CREEK","tributary","tributary",2025-08-06,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,"BKS_BL_BU_SS","brooks","buoy_surface",2025-08-06,"regular","GRAB",TRUE,"detected","Shipped",0.389763654,1,0,0,0.389763654,0,0,0,0,0,0,0,0,0,NA
233,"BKS_BL_BU_DD","brooks","buoy_depth",2025-08-06,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
234,"BKS_UB_SH_08","upper brooks","shore",2025-08-05,"regular","GRAB",TRUE,"detected","Shipped",0.70079048,1,0,0,0,0,0.70079048,0,0,0,0,0,0,0,NA
235,"BKS_UB_SH_09","upper brooks","shore",2025-08-05,"regular","GRAB",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0,0,0,1.920470741,0,0,NA
236,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-08-05,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
237,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-08-05,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
238,"BKS_RN_SH_10","rainbow","shore",2025-08-05,"regular","GRAB",TRUE,"detected","Shipped",1.562600222,1,0,0,1.562600222,0,0,0,0,0,0,0,0,0,NA
239,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-08-05,"regular","GRAB",TRUE,"detected","Shipped",1.858096818,2,0,0,1.499539046,0,0.358557772,0,0,0,0,0,0,0,NA
240,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-08-05,"regular","GRAB",TRUE,"detected","Shipped",0.576161346,1,0,0,0.576161346,0,0,0,0,0,0,0,0,0,NA
241,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-08-05,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
242,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-08-05,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
243,"BKS_UB_SH_09","upper brooks","shore",2025-08-05,"duplicate","GRAB",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,0,0,0,1.452834852,0,0,NA
244,"BKS_UB_NCOVE","upper brooks","shore",2025-08-05,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
245,"BYS_BR_SH_01","boysen","shore",2025-08-04,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
246,"BYS_PC_SH_02","boysen","shore",2025-08-04,"regular","GRAB",TRUE,"detected","Shipped",1.044941413,1,0,0,1.044941413,0,0,0,0,0,0,0,0,0,NA
247,"BYS_FR_SH_03","boysen","shore",2025-08-04,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
248,"BYS_CR_SH_04","boysen","shore",2025-08-04,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
249,"BYS_BY_BU_SS","boysen","buoy_surface",2025-08-04,"Regular","GRAB",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"BYS_BY_BU_DD","boysen","buoy_depth",2025-08-04,"Regular","GRAB",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"BYS_CR_SH_04","boysen","shore",2025-08-04,"duplicate","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
252,"GRAB_BLANK","blank","blank",2025-08-07,"blank","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
253,"BKS_BL_SH_01","brooks","shore",2025-08-18,"regular","SPATT",TRUE,"detected","Shipped",5.055656783,1,0,0,5.055656783,0,0,0,0,0,0,0,0,0,NA
254,"BKS_BL_SH_02","brooks","shore",2025-08-18,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
255,"BKS_BL_SH_03","brooks","shore",2025-08-18,"regular","SPATT",TRUE,"detected","Shipped",0,1,0,0,0,0,0,0,1.496078935,0,0,0,0,0,NA
256,"BKS_BL_SH_04","brooks","shore",2025-08-20,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
257,"BKS_BL_SH_05","brooks","shore",2025-08-20,"regular","SPATT",TRUE,"detected","Shipped",2.958464716,2,0.150643468,0,2.807821248,0,0,0,0,0,0,0,0,0,NA
258,"BKS_BL_SH_06","brooks","shore",2025-08-20,"regular","SPATT",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
259,"BKS_BL_SH_07","brooks","shore",2025-08-20,"regular","SPATT",TRUE,"detected","Shipped",1.785324431,1,0,0,1.785324431,0,0,0,0,0,0,0,0,0,NA
260,"BKS_BL_BON","tributary","tributary",2025-08-20,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
261,"BKS_BL_CREEK","tributary","tributary",2025-08-20,"Regular","SPATT",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,"BKS_BL_BU_SS","brooks","buoy_surface",2025-08-20,"regular","SPATT",TRUE,"detected","Shipped",4.027635089,1,0,0,4.027635089,0,0,0,0,0,0,0,0,0,NA
263,"BKS_BL_BU_DD","brooks","buoy_depth",2025-08-20,"regular","SPATT",TRUE,"detected","Shipped",0.797720004,2,0,0,0,0,0,0.797720004,0.575719593,0,0,0,0,0,NA
264,"BKS_UB_SH_08","upper brooks","shore",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",5.188087612,3,0.2912345,0,1.9700546,0,0,0,0,2.926798512,0,0,0,0,NA
265,"BKS_UB_SH_09","upper brooks","shore",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",2.234870478,3,0,0,1.036395007,0,0,1.198475471,1.314848976,0,0,0,0,0,NA
266,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",5.763912272,3,0,0,4.900663334,0,0,0.863248938,1.24846011,0,0,0,0,0,NA
267,"BKS_UB_BU_DD","upper brooks","buoy_depth",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",12.90109277,2,0,0,12.90109277,0,0,0,0.751358911,0,0,0,0,0,NA
268,"BKS_RN_SH_10","rainbow","shore",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",37.34963487,2,0,0,33.0864632,0,4.26317167,0,0,0,0,0,0,0,NA
269,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",70.557919775,4,0,0,64.38086997,0,5.151332434,1.025717371,0.234923411,0,0,0,0,0,NA
270,"BKS_RN_BU_DD","rainbow","buoy_depth",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",31.94687412,2,0.73038022,0,31.2164939,0,0,0,0,0,0,0,0,0,NA
271,"BKS_LJ_BU_SS","lower jade","buoy_surface",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",1.909096338,2,0.317613063,0,1.591483275,0,0,0,0,0,0,0,0,0,NA
272,"BKS_LJ_BU_DD","lower jade","buoy_depth",2025-08-19,"regular","SPATT",TRUE,"detected","Shipped",1.757735653,2,0.166252378,0,1.591483275,0,0,0,0,0,0,0,0,0,NA
273,"BKS_RN_BU_SS","rainbow","buoy_surface",2025-08-19,"duplicate","SPATT",FALSE,"not_analyzed","Shipped",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not analyzing"
274,"BYS_BR_SH_01","boysen","shore",2025-08-18,"regular","SPATT",FALSE,"not_analyzed","Shipped",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not analyzing"
275,"BYS_PC_SH_02","boysen","shore",2025-08-18,"regular","SPATT",FALSE,"not_analyzed","Shipped",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not analyzing"
276,"BYS_FR_SH_03","boysen","shore",2025-08-18,"regular","SPATT",FALSE,"not_analyzed","Shipped",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not analyzing"
277,"BYS_CR_SH_04","boysen","shore",2025-08-18,"regular","SPATT",FALSE,"not_analyzed","Shipped",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not analyzing"
278,"BYS_BY_BU_SS","boysen","buoy_surface",2025-08-18,"Regular","SPATT",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
279,"BYS_BY_BU_DD","boysen","buoy_depth",2025-08-18,"Regular","SPATT",FALSE,"not_analyzed","Not collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,"BYS_BR_SH_01","boysen","shore",2025-08-18,"duplicate","SPATT",FALSE,"not_analyzed","Shipped",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not analyzing"
281,"SPATT_BLANK","blank","blank",2025-08-19,"blank","SPATT",FALSE,"not_analyzed","Shipped",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not analyzing"
282,"BKS_BL_SH_01","brooks","shore",2025-08-18,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
283,"BKS_BL_SH_02","brooks","shore",2025-08-18,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
284,"BKS_BL_SH_03","brooks","shore",2025-08-18,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
285,"BKS_BL_SH_04","brooks","shore",2025-08-20,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
286,"BKS_BL_SH_05","brooks","shore",2025-08-20,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
287,"BKS_BL_SH_06","brooks","shore",2025-08-20,"regular","GRAB",TRUE,"detected","Shipped",0.47511151,1,0,0,0.47511151,0,0,0,0,0,0,0,0,0,NA
288,"BKS_BL_SH_07","brooks","shore",2025-08-20,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
289,"BKS_BL_BON","tributary","tributary",2025-08-20,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,"BKS_BL_CREEK","tributary","tributary",2025-08-20,"Regular","GRAB",FALSE,"not_analyzed","Collected",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
291,"BKS_BL_BU_SS","brooks","buoy_surface",2025-08-20,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
292,"BKS_BL_BU_DD","brooks","buoy_depth",2025-08-20,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
293,"BKS_UB_SH_08","upper brooks","shore",2025-08-19,"regular","GRAB",TRUE,"detected","Shipped",0.385964787,1,0,0,0.385964787,0,0,0,0,0,0,0,0,0,NA
294,"BKS_UB_SH_09","upper brooks","shore",2025-08-19,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
295,"BKS_UB_BU_SS","upper brooks","buoy_surface",2025-08-19,"regular","GRAB",FALSE,"analyzed_no_detection","Shipped",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
