sample_number,site_id,date,lake,site_type,depth_category,method,toxin_class,detected
491,BKS_UB_BU_DD,2025-10-14,upper brooks,buoy,bottom,spatt,microcystin,TRUE
491,BKS_UB_BU_DD,2025-10-14,upper brooks,buoy,bottom,spatt,nodularin,FALSE
492,BKS_RN_SH_10,2025-10-15,rainbow,shore,NA,spatt,anatoxin,FALSE
492,BKS_RN_SH_10,2025-10-15,rainbow,shore,NA,spatt,cylindrospermopsin,FALSE
492,BKS_RN_SH_10,2025-10-15,rainbow,shore,NA,spatt,microcystin,TRUE
492,BKS_RN_SH_10,2025-10-15,rainbow,shore,NA,spatt,nodularin,FALSE
494,BKS_RN_BU_DD,2025-10-14,rainbow,buoy,bottom,spatt,anatoxin,FALSE
494,BKS_RN_BU_DD,2025-10-14,rainbow,buoy,bottom,spatt,cylindrospermopsin,FALSE
494,BKS_RN_BU_DD,2025-10-14,rainbow,buoy,bottom,spatt,microcystin,TRUE
494,BKS_RN_BU_DD,2025-10-14,rainbow,buoy,bottom,spatt,nodularin,FALSE
495,BKS_LJ_BU_SS,2025-10-14,lower jade,buoy,surface,spatt,anatoxin,FALSE
495,BKS_LJ_BU_SS,2025-10-14,lower jade,buoy,surface,spatt,cylindrospermopsin,FALSE
495,BKS_LJ_BU_SS,2025-10-14,lower jade,buoy,surface,spatt,microcystin,TRUE
495,BKS_LJ_BU_SS,2025-10-14,lower jade,buoy,surface,spatt,nodularin,FALSE
496,BKS_LJ_BU_DD,2025-10-14,lower jade,buoy,bottom,spatt,anatoxin,FALSE
496,BKS_LJ_BU_DD,2025-10-14,lower jade,buoy,bottom,spatt,cylindrospermopsin,FALSE
496,BKS_LJ_BU_DD,2025-10-14,lower jade,buoy,bottom,spatt,microcystin,FALSE
496,BKS_LJ_BU_DD,2025-10-14,lower jade,buoy,bottom,spatt,nodularin,FALSE
