"Plot Title: Brooks Weather Station"
"#","Date Time, GMT-07:00","Pressure, in Hg (LGR S/N: 22313858, SEN S/N: 22279472)","PAR, µmol/m²/s (LGR S/N: 22313858, SEN S/N: 22300749)","Temp, °F (LGR S/N: 22313858, SEN S/N: 22305821)","RH, % (LGR S/N: 22313858, SEN S/N: 22305821)","Wind Speed, mph (LGR S/N: 22313858, SEN S/N: 22309738)","Gust Speed, mph (LGR S/N: 22313858, SEN S/N: 22309738)","Wind Direction, ø (LGR S/N: 22313858, SEN S/N: 22309738)"
13712,10/02/25 03:28:31 PM,21.6292,1048.7,59.783,36.001,4.47,9.71,241.5
13713,10/02/25 03:38:31 PM,21.6470,318.7,58.933,35.099,4.47,11.95,210.6
13714,10/02/25 03:48:31 PM,21.6292,801.2,59.976,35.129,3.74,8.97,164.3
13715,10/02/25 03:58:31 PM,21.6263,881.2,60.708,35.030,3.00,8.97,192.3
13716,10/02/25 04:08:31 PM,21.6263,838.7,58.894,36.912,3.74,9.71,195.1
13717,10/02/25 04:18:31 PM,21.6440,333.7,60.940,34.934,3.00,5.97,231.6
13718,10/02/25 04:28:31 PM,21.6233,713.7,60.478,34.980,3.00,7.47,230.2
13719,10/02/25 04:38:31 PM,21.6470,153.7,57.312,38.491,2.24,8.21,139.0
13720,10/02/25 04:48:31 PM,21.6411,168.7,55.729,39.998,1.50,4.47,141.8
13721,10/02/25 04:58:31 PM,21.6411,118.7,54.570,47.665,0.00,2.24,202.2
13722,10/02/25 05:08:31 PM,21.6292,273.7,54.687,45.193,0.74,2.24,195.1
13723,10/02/25 05:18:31 PM,21.6411,96.2,53.953,47.057,0.74,1.50,160.0
13724,10/02/25 05:28:31 PM,21.6381,61.2,51.714,53.964,0.74,2.24,198.0
13725,10/02/25 05:38:31 PM,21.6411,48.7,49.167,59.049,0.00,1.50,209.2
13726,10/02/25 05:48:31 PM,21.6381,23.7,47.235,62.805,0.00,0.00,209.2
13727,10/02/25 05:58:31 PM,21.6351,6.2,45.460,65.724,0.00,0.00,207.8
13728,10/02/25 06:08:31 PM,21.6381,1.2,44.146,71.579,0.00,0.00,207.8
13729,10/02/25 06:18:31 PM,21.6411,1.2,43.066,71.972,0.00,0.00,207.8
13730,10/02/25 06:28:31 PM,21.6411,1.2,42.139,76.791,0.00,0.00,151.6
13731,10/02/25 06:38:31 PM,21.6381,1.2,40.865,80.392,0.00,0.00,130.6
13732,10/02/25 06:48:31 PM,21.6411,1.2,40.055,81.634,0.00,0.00,223.2
13733,10/02/25 06:58:31 PM,21.6381,1.2,39.360,83.996,0.00,0.00,223.2
13734,10/02/25 07:08:31 PM,21.6381,1.2,38.858,85.171,0.00,2.24,221.8
13735,10/02/25 07:18:31 PM,21.6411,1.2,37.854,87.192,0.00,0.00,220.4
13736,10/02/25 07:28:31 PM,21.6411,1.2,37.854,85.328,0.00,1.50,203.6
13737,10/02/25 07:38:31 PM,21.6411,1.2,36.774,87.883,0.00,0.00,202.2
13738,10/02/25 07:48:31 PM,21.6440,1.2,36.657,89.053,0.00,0.00,202.2
13739,10/02/25 07:58:31 PM,21.6440,1.2,37.351,87.254,0.00,0.00,221.8
13740,10/02/25 08:08:31 PM,21.6440,1.2,36.889,89.046,0.00,0.00,223.2
13741,10/02/25 08:18:31 PM,21.6470,1.2,36.966,88.826,0.00,0.00,223.2
13742,10/02/25 08:28:31 PM,21.6470,1.2,36.774,89.177,0.00,0.00,223.2
13743,10/02/25 08:38:31 PM,21.6470,1.2,36.464,90.607,0.00,0.00,223.2
13744,10/02/25 08:48:31 PM,21.6440,1.2,36.349,92.024,0.00,0.00,223.2
13745,10/02/25 08:58:31 PM,21.6411,1.2,35.847,91.154,0.00,0.00,223.2
13746,10/02/25 09:08:31 PM,21.6440,1.2,35.499,91.165,0.00,0.00,223.2
13747,10/02/25 09:18:31 PM,21.6411,1.2,34.804,92.850,0.00,0.00,223.2
13748,10/02/25 09:28:31 PM,21.6381,1.2,34.342,92.432,0.00,0.00,223.2
13749,10/02/25 09:38:31 PM,21.6381,1.2,33.800,93.413,0.00,0.00,216.2
13750,10/02/25 09:48:31 PM,21.6381,1.2,33.183,94.079,0.00,0.00,213.4
13751,10/02/25 09:58:31 PM,21.6411,1.2,33.260,94.830,0.00,0.00,213.4
13752,10/02/25 10:08:31 PM,21.6381,1.2,34.147,92.204,0.74,3.00,217.6
13753,10/02/25 10:18:31 PM,21.6381,1.2,33.800,92.331,0.00,0.00,237.3
13754,10/02/25 10:28:31 PM,21.6381,1.2,34.147,91.141,0.00,0.00,199.4
13755,10/02/25 10:38:31 PM,21.6381,1.2,33.917,92.358,0.00,0.00,190.9
13756,10/02/25 10:48:31 PM,21.6351,1.2,33.994,93.756,0.00,0.00,190.9
13757,10/02/25 10:58:31 PM,21.6322,1.2,33.917,93.417,0.00,0.00,190.9
13758,10/02/25 11:08:31 PM,21.6263,1.2,33.530,94.519,0.00,0.00,190.9
13759,10/02/25 11:18:31 PM,21.6263,1.2,33.105,94.798,0.00,0.00,190.9
13760,10/02/25 11:28:31 PM,21.6263,1.2,32.643,94.894,0.00,0.00,190.9
13761,10/02/25 11:38:31 PM,21.6204,1.2,32.643,95.627,0.00,0.00,190.9
13762,10/02/25 11:48:31 PM,21.6174,1.2,32.565,95.906,0.00,0.00,190.9
13763,10/02/25 11:58:31 PM,21.6145,1.2,31.908,95.590,0.00,0.00,190.9
13764,10/03/25 12:08:31 AM,21.6145,1.2,32.140,96.132,0.00,0.00,189.5
13765,10/03/25 12:18:31 AM,21.6145,1.2,33.375,96.652,0.74,2.24,162.9
13766,10/03/25 12:28:31 AM,21.6115,1.2,33.877,95.637,0.74,3.00,214.8
13767,10/03/25 12:38:31 AM,21.6115,1.2,34.572,94.524,0.74,3.74,209.2
13768,10/03/25 12:48:31 AM,21.6027,1.2,34.997,94.400,0.74,1.50,200.8
13769,10/03/25 12:58:31 AM,21.6027,1.2,34.727,94.589,0.00,1.50,198.0
13770,10/03/25 01:08:31 AM,21.6027,1.2,34.342,94.987,0.00,0.00,198.0
13771,10/03/25 01:18:31 AM,21.5997,1.2,34.264,95.262,0.00,0.00,198.0
13772,10/03/25 01:28:31 AM,21.5997,1.2,34.804,95.155,0.00,0.00,198.0
13773,10/03/25 01:38:31 AM,21.5938,1.2,34.342,94.717,0.00,0.00,198.0
13774,10/03/25 01:48:31 AM,21.5968,1.2,33.800,95.471,0.00,0.00,198.0
13775,10/03/25 01:58:31 AM,21.5938,1.2,33.067,95.636,0.00,0.00,193.7
13776,10/03/25 02:08:31 AM,21.5938,1.2,33.530,96.764,0.00,0.00,167.1
13777,10/03/25 02:18:31 AM,21.5909,1.2,33.685,96.672,0.00,0.00,168.5
13778,10/03/25 02:28:31 AM,21.5879,1.2,34.302,96.933,0.00,0.00,168.5
13779,10/03/25 02:38:31 AM,21.5849,1.2,34.380,96.455,0.00,0.00,183.9
13780,10/03/25 02:48:31 AM,21.5820,1.2,33.840,96.429,0.00,0.00,183.9
13781,10/03/25 02:58:31 AM,21.5790,1.2,33.145,97.417,0.00,0.00,183.9
13782,10/03/25 03:08:31 AM,21.5790,1.2,32.603,96.851,0.00,0.00,179.7
13783,10/03/25 03:18:31 AM,21.5820,1.2,32.410,97.739,0.00,0.00,172.7
13784,10/03/25 03:28:31 AM,21.5761,1.2,31.908,97.371,0.00,0.00,174.1
13785,10/03/25 03:38:31 AM,21.5761,1.2,32.295,97.523,0.74,2.24,153.0
13786,10/03/25 03:48:31 AM,21.5790,1.2,31.483,96.954,0.00,2.24,144.6
13787,10/03/25 03:58:31 AM,21.5761,1.2,31.561,97.009,0.00,0.00,137.6
13788,10/03/25 04:08:31 AM,21.5731,1.2,31.291,97.116,0.00,0.00,139.0
13789,10/03/25 04:18:31 AM,21.5761,1.2,30.751,97.261,0.00,0.00,140.4
13790,10/03/25 04:28:31 AM,21.5731,1.2,31.330,97.835,0.00,0.00,146.0
13791,10/03/25 04:38:31 AM,21.5761,1.2,30.943,98.021,0.00,0.00,148.8
13792,10/03/25 04:48:31 AM,21.5731,1.2,30.481,98.085,0.00,0.00,150.2
13793,10/03/25 04:58:31 AM,21.5731,1.2,30.519,98.270,0.00,0.00,157.2
13794,10/03/25 05:08:31 AM,21.5761,1.2,30.711,98.471,0.00,0.00,162.9
13795,10/03/25 05:18:31 AM,21.5731,1.2,30.828,98.892,0.00,2.24,181.1
13796,10/03/25 05:28:31 AM,21.5702,1.2,30.441,98.575,0.74,2.24,160.0
13797,10/03/25 05:38:31 AM,21.5702,1.2,30.441,98.567,0.74,2.24,189.5
13798,10/03/25 05:48:31 AM,21.5643,1.2,30.211,98.643,0.00,1.50,185.3
13799,10/03/25 05:58:31 AM,21.5702,1.2,30.288,98.900,0.00,0.00,181.1
13800,10/03/25 06:08:31 AM,21.5643,1.2,31.483,99.023,0.74,3.00,189.5
13801,10/03/25 06:18:31 AM,21.5584,13.7,31.716,96.570,1.50,3.74,195.1
13802,10/03/25 06:28:31 AM,21.5613,23.7,31.253,97.006,0.74,2.24,175.5
13803,10/03/25 06:38:31 AM,21.5584,38.7,31.408,97.133,0.74,2.24,179.7
13804,10/03/25 06:48:31 AM,21.5584,48.7,31.253,97.281,0.00,0.74,127.8
13805,10/03/25 06:58:31 AM,21.5584,71.2,31.446,97.705,0.74,1.50,153.0
13806,10/03/25 07:08:31 AM,21.5613,78.7,32.488,96.950,1.50,3.00,168.5
13807,10/03/25 07:18:31 AM,21.5672,113.7,32.758,96.309,0.00,0.74,190.9
13808,10/03/25 07:28:31 AM,21.5702,46.2,34.070,96.268,0.74,2.24,202.2
13809,10/03/25 07:38:31 AM,21.5761,51.2,35.114,94.153,1.50,2.24,183.9
13810,10/03/25 07:48:31 AM,21.5790,151.2,35.537,94.676,0.00,1.50,199.4
13811,10/03/25 07:58:31 AM,21.5820,158.7,37.236,92.049,0.74,3.00,181.1
13812,10/03/25 08:08:31 AM,21.5702,203.7,42.409,78.094,1.50,7.47,112.3
13813,10/03/25 08:18:31 AM,21.5761,181.2,43.684,73.071,2.24,4.47,165.7
13814,10/03/25 08:28:31 AM,21.5790,248.7,43.569,83.008,0.74,2.24,168.5
13815,10/03/25 08:38:31 AM,21.5643,998.7,50.479,67.427,2.24,4.47,89.9
13816,10/03/25 08:48:31 AM,21.5584,681.2,54.185,54.693,2.24,6.73,57.6
13817,10/03/25 08:58:31 AM,21.5613,953.7,54.262,51.702,3.00,8.21,141.8
13818,10/03/25 09:08:31 AM,21.5554,973.7,55.072,49.660,3.74,8.21,116.5
13819,10/03/25 09:18:31 AM,21.5495,1216.2,56.539,46.636,3.74,7.47,174.1
13820,10/03/25 09:28:31 AM,21.5584,186.2,53.490,50.594,3.00,7.47,183.9
13821,10/03/25 09:38:31 AM,21.5554,191.2,51.598,54.801,2.24,6.73,185.3
13822,10/03/25 09:48:31 AM,21.5495,296.2,51.598,53.906,1.50,5.97,132.0
13823,10/03/25 09:58:31 AM,21.5466,478.7,51.829,56.152,2.24,5.23,91.3
13824,10/03/25 10:08:31 AM,21.5436,463.7,54.185,49.001,1.50,3.00,71.6
13825,10/03/25 10:18:31 AM,21.5377,1368.7,55.960,45.046,3.00,10.47,172.7
13826,10/03/25 10:28:31 AM,21.5347,1516.2,56.462,47.218,3.74,10.47,143.2
13827,10/03/25 10:38:31 AM,21.5288,1536.2,56.539,43.989,3.00,8.97,355.2
13828,10/03/25 10:48:31 AM,21.5377,178.7,56.192,45.359,3.00,8.21,235.9
13829,10/03/25 10:58:31 AM,21.5347,98.7,53.992,48.438,3.00,6.73,259.7
13830,10/03/25 11:08:31 AM,21.5347,56.2,48.510,70.184,5.23,15.68,272.4
13831,10/03/25 11:18:31 AM,21.5584,43.7,43.839,81.688,6.73,17.18,265.3
13832,10/03/25 11:28:31 AM,21.5672,221.2,43.644,88.202,5.97,17.18,248.5
13833,10/03/25 11:38:31 AM,21.5643,401.2,43.954,88.396,2.24,6.73,196.5
13834,10/03/25 11:48:31 AM,21.5643,286.2,44.688,87.240,1.50,4.47,35.1
13835,10/03/25 11:58:31 AM,21.5672,298.7,44.109,87.553,2.24,3.74,75.8
13836,10/03/25 12:08:31 PM,21.5761,131.2,44.379,89.067,1.50,3.00,124.9
13837,10/03/25 12:18:31 PM,21.5761,206.2,44.146,88.193,3.00,6.73,137.6
13838,10/03/25 12:28:31 PM,21.5702,351.2,44.301,89.548,3.00,5.23,101.1
13839,10/03/25 12:38:31 PM,21.5702,216.2,44.919,89.268,2.24,5.97,106.7
13840,10/03/25 12:48:31 PM,21.5643,343.7,46.233,88.762,0.74,3.00,112.3
13841,10/03/25 12:58:31 PM,21.5554,508.7,46.425,81.477,1.50,5.23,81.4
13842,10/03/25 01:08:31 PM,21.5525,461.2,46.888,79.597,1.50,4.47,73.0
13843,10/03/25 01:18:31 PM,21.5495,391.2,47.505,81.740,0.74,3.74,161.5
13844,10/03/25 01:28:31 PM,21.5466,403.7,46.888,78.776,1.50,3.74,92.7
13845,10/03/25 01:38:31 PM,21.5525,351.2,46.463,80.151,1.50,5.97,108.1
13846,10/03/25 01:48:31 PM,21.5554,258.7,46.348,81.053,2.24,3.74,89.9
13847,10/03/25 01:58:31 PM,21.5525,276.2,46.233,80.760,3.00,5.23,99.7
13848,10/03/25 02:08:31 PM,21.5495,456.2,47.003,80.998,2.24,4.47,154.4
13849,10/03/25 02:18:31 PM,21.5495,178.7,46.656,83.667,1.50,3.74,132.0
13850,10/03/25 02:28:31 PM,21.5259,986.2,47.853,81.610,3.00,10.47,78.6
13851,10/03/25 02:38:31 PM,21.5347,373.7,47.930,74.134,3.00,5.23,188.1
13852,10/03/25 02:48:31 PM,21.5406,503.7,48.742,71.978,0.74,3.00,202.2
13853,10/03/25 02:58:31 PM,21.5406,291.2,49.089,74.331,0.74,3.00,275.2
13854,10/03/25 03:08:31 PM,21.5347,438.7,48.547,68.916,1.50,5.97,115.1
13855,10/03/25 03:18:31 PM,21.5347,371.2,48.664,70.559,2.24,7.47,227.4
13856,10/03/25 03:28:31 PM,21.5318,278.7,48.510,71.785,1.50,3.74,183.9
13857,10/03/25 03:38:31 PM,21.5288,306.2,48.432,71.695,0.74,2.24,150.2
13858,10/03/25 03:48:31 PM,21.5111,718.7,53.335,62.400,1.50,3.74,21.1
13859,10/03/25 03:58:31 PM,21.5259,228.7,49.437,65.451,1.50,5.23,346.8
13860,10/03/25 04:08:31 PM,21.5200,156.2,47.080,72.660,1.50,5.23,228.8
13861,10/03/25 04:18:31 PM,21.5200,326.2,46.463,78.639,0.74,1.50,199.4
13862,10/03/25 04:28:31 PM,21.5170,273.7,47.275,77.604,0.74,2.24,155.8
13863,10/03/25 04:38:31 PM,21.5259,163.7,46.425,72.943,0.74,3.00,132.0
13864,10/03/25 04:48:31 PM,21.5259,121.2,45.383,77.574,1.50,3.00,140.4
13865,10/03/25 04:58:31 PM,21.5229,106.2,45.073,80.645,1.50,3.74,168.5
13866,10/03/25 05:08:31 PM,21.5288,93.7,44.841,79.055,1.50,3.00,151.6
13867,10/03/25 05:18:31 PM,21.5259,43.7,43.954,84.477,1.50,4.47,151.6
13868,10/03/25 05:28:31 PM,21.5229,38.7,44.688,80.037,1.50,3.00,186.7
13869,10/03/25 05:38:31 PM,21.5200,31.2,44.649,80.708,1.50,3.00,352.4
13870,10/03/25 05:48:31 PM,21.5229,13.7,43.066,81.761,0.74,3.74,206.4
13871,10/03/25 05:58:31 PM,21.5318,3.7,43.144,78.090,1.50,4.47,167.1
13872,10/03/25 06:08:31 PM,21.5200,1.2,45.113,69.982,1.50,7.47,233.1
13873,10/03/25 06:18:31 PM,21.5170,1.2,45.536,68.774,3.00,5.23,268.1
13874,10/03/25 06:28:31 PM,21.5141,1.2,46.503,70.956,2.24,7.47,317.3
13875,10/03/25 06:38:31 PM,21.5111,1.2,46.580,73.373,5.23,8.97,349.6
13876,10/03/25 06:48:31 PM,21.5111,1.2,44.919,73.341,2.24,4.47,84.2
13877,10/03/25 06:58:31 PM,21.5111,1.2,44.263,74.615,2.24,5.23,109.5
13878,10/03/25 07:08:31 PM,21.5200,1.2,44.611,72.000,2.24,5.97,151.6
13879,10/03/25 07:18:31 PM,21.5229,1.2,43.259,76.611,2.24,6.73,115.1
13880,10/03/25 07:28:31 PM,21.5200,1.2,41.329,81.675,1.50,2.24,210.6
13881,10/03/25 07:38:31 PM,21.5141,1.2,39.785,84.796,1.50,2.24,200.8
13882,10/03/25 07:48:31 PM,21.5111,1.2,38.433,89.325,0.74,1.50,212.0
13883,10/03/25 07:58:31 PM,21.5200,1.2,38.433,90.349,0.74,2.24,189.5
13884,10/03/25 08:08:31 PM,21.5170,1.2,38.703,90.698,0.74,2.24,155.8
13885,10/03/25 08:18:31 PM,21.5259,1.2,40.325,86.304,1.50,3.00,146.0
13886,10/03/25 08:28:31 PM,21.5259,1.2,41.522,83.447,1.50,3.74,109.5
13887,10/03/25 08:38:31 PM,21.5259,1.2,41.212,86.555,1.50,4.47,143.2
13888,10/03/25 08:48:31 PM,21.5259,1.2,40.363,91.467,1.50,4.47,210.6
13889,10/03/25 08:58:31 PM,21.5229,1.2,40.093,93.539,1.50,5.23,150.2
13890,10/03/25 09:08:31 PM,21.5229,1.2,40.557,91.873,2.24,5.23,136.2
13891,10/03/25 09:18:31 PM,21.5170,1.2,40.710,90.765,1.50,3.74,106.7
13892,10/03/25 09:28:31 PM,21.5200,1.2,39.938,94.292,0.74,2.24,172.7
13893,10/03/25 09:38:31 PM,21.5141,1.2,39.668,95.198,0.74,1.50,216.2
13894,10/03/25 09:48:31 PM,21.5082,1.2,39.630,95.532,0.00,1.50,193.7
13895,10/03/25 09:58:31 PM,21.4993,1.2,39.862,95.166,0.74,5.23,230.2
13896,10/03/25 10:08:31 PM,21.4993,1.2,41.407,92.564,2.24,4.47,336.9
13897,10/03/25 10:18:31 PM,21.4964,1.2,39.978,93.445,1.50,3.00,247.1
13898,10/03/25 10:28:31 PM,21.4875,1.2,39.090,95.853,0.00,1.50,252.7
13899,10/03/25 10:38:31 PM,21.4816,1.2,38.781,95.889,0.74,3.00,252.7
13900,10/03/25 10:48:31 PM,21.4816,1.2,38.703,96.153,0.00,0.00,244.3
13901,10/03/25 10:58:31 PM,21.4816,1.2,38.820,96.260,0.00,0.00,224.6
13902,10/03/25 11:08:31 PM,21.4816,1.2,38.858,96.291,0.74,2.24,219.0
13903,10/03/25 11:18:31 PM,21.4816,1.2,38.626,96.602,0.74,2.24,234.5
13904,10/03/25 11:28:31 PM,21.4757,1.2,39.823,96.635,1.50,5.97,47.7
13905,10/03/25 11:38:31 PM,21.4757,1.2,39.205,95.702,1.50,4.47,237.3
13906,10/03/25 11:48:31 PM,21.4757,1.2,41.407,92.625,2.24,6.73,325.7
13907,10/03/25 11:58:31 PM,21.4757,1.2,41.985,86.938,2.24,5.23,325.7
13908,10/04/25 12:08:31 AM,21.4727,1.2,41.715,91.218,3.00,7.47,355.2
13909,10/04/25 12:18:31 AM,21.4698,1.2,41.677,91.882,5.23,9.71,351.0
13910,10/04/25 12:28:31 AM,21.4668,1.2,41.175,92.566,7.47,11.21,341.2
13911,10/04/25 12:38:31 AM,21.4609,1.2,41.290,92.859,5.97,10.47,355.2
13912,10/04/25 12:48:31 AM,21.4639,1.2,41.252,92.949,6.73,9.71,346.8
13913,10/04/25 12:58:31 AM,21.4609,1.2,40.595,92.685,7.47,11.95,342.6
13914,10/04/25 01:08:31 AM,21.4609,1.2,40.440,94.098,5.97,8.97,334.1
13915,10/04/25 01:18:31 AM,21.4550,1.2,39.978,93.967,5.97,8.97,336.9
13916,10/04/25 01:28:31 AM,21.4580,1.2,39.823,92.941,6.73,10.47,339.7
13917,10/04/25 01:38:31 AM,21.4521,1.2,39.438,92.271,5.97,8.97,344.0
13918,10/04/25 01:48:31 AM,21.4550,1.2,39.283,93.974,5.97,8.97,345.4
13919,10/04/25 01:58:31 AM,21.4402,1.2,39.090,91.417,5.97,8.97,336.9
13920,10/04/25 02:08:31 AM,21.4402,1.2,39.205,91.667,5.23,7.47,341.2
13921,10/04/25 02:18:31 AM,21.4343,1.2,38.703,93.230,1.50,5.23,314.5
13922,10/04/25 02:28:31 AM,21.4550,1.2,38.201,91.984,3.00,5.97,318.7
13923,10/04/25 02:38:31 AM,21.4550,1.2,37.159,91.612,2.24,5.23,276.6
13924,10/04/25 02:48:31 AM,21.4521,1.2,36.156,93.445,5.23,9.71,7.0
13925,10/04/25 02:58:31 AM,21.4462,1.2,36.156,94.694,3.74,8.97,15.4
13926,10/04/25 03:08:31 AM,21.4402,1.2,35.307,95.592,3.00,6.73,318.7
13927,10/04/25 03:18:31 AM,21.4314,1.2,35.537,96.219,2.24,7.47,310.3
13928,10/04/25 03:28:31 AM,21.4225,1.2,35.731,95.988,4.47,7.47,346.8
13929,10/04/25 03:38:31 AM,21.4196,1.2,36.194,97.121,5.23,7.47,346.8
13930,10/04/25 03:48:31 AM,21.4107,1.2,36.232,95.966,4.47,6.73,339.7
13931,10/04/25 03:58:31 AM,21.4078,1.2,36.117,96.828,5.97,8.97,341.2
13932,10/04/25 04:08:31 AM,21.4078,1.2,35.731,95.380,3.00,7.47,331.3
13933,10/04/25 04:18:31 AM,21.4019,1.2,36.387,97.180,3.00,6.73,315.9
13934,10/04/25 04:28:31 AM,21.3960,1.2,36.889,96.753,3.00,8.97,306.1
13935,10/04/25 04:38:31 AM,21.3900,1.2,37.276,95.343,3.00,5.23,349.6
13936,10/04/25 04:48:31 AM,21.3871,1.2,37.121,94.446,3.00,5.23,346.8
13937,10/04/25 04:58:31 AM,21.3812,1.2,37.004,93.060,2.24,5.23,336.9
13938,10/04/25 05:08:31 AM,21.3723,1.2,36.619,94.711,2.24,5.23,342.6
13939,10/04/25 05:18:31 AM,21.3723,1.2,37.351,94.118,1.50,8.97,196.5
13940,10/04/25 05:28:31 AM,21.3635,1.2,37.391,94.759,2.24,5.23,214.8
13941,10/04/25 05:38:31 AM,21.3694,1.2,38.935,91.868,3.74,11.21,207.8
13942,10/04/25 05:48:31 AM,21.3694,1.2,38.665,92.319,3.00,8.21,196.5
13943,10/04/25 05:58:31 AM,21.3635,1.2,37.044,94.583,0.74,3.74,157.2
13944,10/04/25 06:08:31 AM,21.3605,1.2,36.734,97.144,1.50,4.47,174.1
13945,10/04/25 06:18:31 AM,21.3576,1.2,38.124,96.391,3.74,11.95,210.6
13946,10/04/25 06:28:31 AM,21.3635,3.7,38.511,95.221,5.97,14.20,219.0
13947,10/04/25 06:38:31 AM,21.3694,3.7,37.044,96.342,3.00,11.21,146.0
13948,10/04/25 06:48:31 AM,21.3723,6.2,36.966,97.673,1.50,3.74,151.6
13949,10/04/25 06:58:31 AM,21.3694,6.2,37.546,98.164,1.50,7.47,198.0
13950,10/04/25 07:08:31 AM,21.3694,8.7,37.314,98.254,0.74,3.00,123.5
13951,10/04/25 07:18:31 AM,21.3635,23.7,37.276,98.476,0.74,2.24,61.8
13952,10/04/25 07:28:31 AM,21.3517,48.7,37.738,98.773,1.50,3.00,251.3
13953,10/04/25 07:38:31 AM,21.3487,93.7,38.433,98.805,1.50,3.74,223.2
13954,10/04/25 07:48:31 AM,21.3428,88.7,39.013,98.508,1.50,5.23,186.7
13955,10/04/25 07:58:31 AM,21.3487,38.7,38.973,98.004,1.50,5.23,185.3
13956,10/04/25 08:08:31 AM,21.3487,31.2,39.243,97.848,2.24,5.97,110.9
13957,10/04/25 08:18:31 AM,21.3428,21.2,39.205,97.729,1.50,6.73,95.5
13958,10/04/25 08:28:31 AM,21.3369,13.7,39.013,97.926,2.24,5.23,172.7
13959,10/04/25 08:38:31 AM,21.3339,8.7,39.283,98.000,2.24,8.21,95.5
13960,10/04/25 08:48:31 AM,21.3369,16.2,39.283,96.951,1.50,5.23,207.8
13961,10/04/25 08:58:31 AM,21.3428,11.2,38.318,95.050,2.24,5.23,285.0
13962,10/04/25 09:08:31 AM,21.3458,41.2,37.931,97.501,1.50,4.47,324.3
13963,10/04/25 09:18:31 AM,21.3487,51.2,38.548,97.700,2.24,6.73,176.9
13964,10/04/25 09:28:31 AM,21.3487,73.7,38.278,97.252,3.00,8.21,209.2
13965,10/04/25 09:38:31 AM,21.3398,93.7,37.701,96.832,3.00,8.21,172.7
13966,10/04/25 09:48:31 AM,21.3074,511.2,39.745,94.249,3.74,12.71,61.8
13967,10/04/25 09:58:31 AM,21.3251,198.7,39.243,92.497,3.74,8.97,64.6
13968,10/04/25 10:08:31 AM,21.3251,138.7,37.546,91.339,3.74,8.97,95.5
13969,10/04/25 10:18:31 AM,21.3280,88.7,36.349,94.240,3.74,7.47,224.6
13970,10/04/25 10:28:31 AM,21.3280,81.2,36.851,94.757,1.50,5.97,262.5
13971,10/04/25 10:38:31 AM,21.3251,101.2,37.044,95.637,4.47,7.47,346.8
13972,10/04/25 10:48:31 AM,21.3251,91.2,36.851,94.347,5.23,7.47,342.6
13973,10/04/25 10:58:31 AM,21.3221,121.2,36.811,94.942,4.47,6.73,353.8
13974,10/04/25 11:08:31 AM,21.3074,198.7,37.623,95.984,3.74,6.73,355.2
13975,10/04/25 11:18:31 AM,21.3103,196.2,37.546,94.038,3.00,5.23,1.4
13976,10/04/25 11:28:31 AM,21.3103,186.2,38.318,93.008,1.50,3.74,14.0
13977,10/04/25 11:38:31 AM,21.3103,148.7,38.241,92.634,0.74,2.24,16.8
13978,10/04/25 11:48:31 AM,21.3044,293.7,38.973,94.821,0.74,2.24,221.8
13979,10/04/25 11:58:31 AM,21.3015,96.2,38.858,95.663,1.50,3.74,148.8
13980,10/04/25 12:08:31 PM,21.2985,116.2,38.626,96.585,1.50,3.74,198.0
13981,10/04/25 12:18:31 PM,21.2896,126.2,38.588,96.791,1.50,3.74,193.7
13982,10/04/25 12:28:31 PM,21.2896,151.2,39.321,96.425,0.74,3.00,154.4
13983,10/04/25 12:38:31 PM,21.2896,196.2,39.090,94.844,1.50,4.47,181.1
13984,10/04/25 12:48:31 PM,21.2808,193.7,39.321,95.009,2.24,5.23,221.8
13985,10/04/25 12:58:31 PM,21.2778,131.2,39.475,95.051,1.50,3.00,234.5
13986,10/04/25 01:08:31 PM,21.2778,56.2,39.013,95.189,1.50,3.74,244.3
13987,10/04/25 01:18:31 PM,21.2867,26.2,38.048,95.013,1.50,3.00,172.7
13988,10/04/25 01:28:31 PM,21.2808,41.2,35.884,94.588,3.74,6.73,241.5
13989,10/04/25 01:38:31 PM,21.2808,36.2,35.074,95.782,1.50,5.97,256.9
13990,10/04/25 01:48:31 PM,21.2808,33.7,35.114,96.318,0.74,3.00,103.9
13991,10/04/25 01:58:31 PM,21.2808,33.7,34.302,96.794,2.24,5.23,4.2
13992,10/04/25 02:08:31 PM,21.2749,38.7,33.994,98.045,3.00,5.23,7.0
13993,10/04/25 02:18:31 PM,21.2749,41.2,33.955,98.570,2.24,4.47,353.8
13994,10/04/25 02:28:31 PM,21.2778,51.2,33.994,98.648,3.74,5.23,346.8
13995,10/04/25 02:38:31 PM,21.2778,38.7,34.225,98.791,3.00,5.23,324.3
13996,10/04/25 02:48:31 PM,21.2778,38.7,34.457,98.434,2.24,4.47,321.5
13997,10/04/25 02:58:31 PM,21.2719,38.7,33.222,98.054,0.74,3.00,275.2
13998,10/04/25 03:08:31 PM,21.2690,46.2,33.183,97.710,1.50,5.23,297.6
13999,10/04/25 03:18:31 PM,21.2690,51.2,32.990,98.053,0.74,3.74,265.3
14000,10/04/25 03:28:31 PM,21.2690,71.2,33.145,98.566,0.74,2.24,258.3
14001,10/04/25 03:38:31 PM,21.2690,78.7,34.727,98.863,1.50,3.74,352.4
14002,10/04/25 03:48:31 PM,21.2660,78.7,34.650,96.745,2.24,4.47,344.0
